group_desc	supergroup1	series_code	group_code	primary_option_code	secondary_option_code	id	series_desc	option_desc	currency	price	standard_option_desc	compacted_option_desc	obsolete	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CHR	CHT	CLA	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	AQU	BCH
BATTERY CHARGER	BATTERY	D857	G258	D857G25899		D857G25899          	MO20-MO20S	LESS CHARGER	EUR	0	LESS CHARGER	 LESSCHARGER	N	N																								
WARRANTY	INSPECTION/DOCS	D857	G282	D857G28201		D857G28201          	MO20-MO20S	12 MONTHS/1000 HRS STANDARD WARRANTY	EUR	0	12 MONTHS/1000 HRS STANDARD WARRANTY	 12MONTHS/1000HRSSTANDARDWARRANTY																										
TRD SURCHARGE	INSPECTION/DOCS	D857	G285	D857G28501		D857G28501          	MO20-MO20S	TECHNICAL PUBLICATIONS SURCHARGE	EUR	15	TECHNICAL PUBLICATIONS SURCHARGE	 TECHNICALPUBLICATIONSSURCHARGE																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28801		D857G28801          	MO20-MO20S	AUDIBLE REVERSE ALARM	EUR	135	AUDIBLE REVERSE ALARM	 AUDIBLEREVERSEALARM																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28802		D857G28802          	MO20-MO20S	SPARE BATTERY CABLE	EUR	135	SPARE BATTERY CABLE	 SPAREBATTERYCABLE																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28803		D857G28803          	MO20-MO20S	REINFORCED BUMPER (BULL BAR)	EUR	565	REINFORCED BUMPER (BULL BAR)	 REINFORCEDBUMPER(BULLBAR)																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28804		D857G28804          	MO20-MO20S	RUBBER BUMPER	EUR	615	RUBBER BUMPER	 RUBBERBUMPER																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28805		D857G28805          	MO20-MO20S	ROLL HOLDER	EUR	135	ROLL HOLDER	 ROLLHOLDER																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28806		D857G28806          	MO20-MO20S	A4 READING DESK WITH PAPER CLIP	EUR	310	A4 READING DESK WITH PAPER CLIP	 A4READINGDESKWITHPAPERCLIP																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28807		D857G28807          	MO20-MO20S	DRIVE WHEEL DUST PROTECTION	EUR	105	DRIVE WHEEL DUST PROTECTION	 DRIVEWHEELDUSTPROTECTION																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28808		D857G28808          	MO20-MO20S	KEY PAD WITH DIAL (FOR PIN CODE ENTRY)	EUR	510	KEY PAD WITH DIAL (FOR PIN CODE ENTRY)	 KEYPADWITHDIAL(FORPINCODEENTRY)																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28810		D857G28810          	MO20-MO20S	DC/DC CONVERTER 12V 2,5A	EUR	410	DC/DC CONVERTER 12V 2,5A	 DC/DCCONVERTER12V2,5A																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G28811		D857G28811          	MO20-MO20S	FIX TWIN ROLLER BED FOR LATERAL EXTRACT.	EUR	580	FIX TWIN ROLLER BED FOR LATERAL EXTRACT.	 FIXTWINROLLERBEDFORLATERALEXTRACT																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G288A0		D857G288A0          	MO20-MO20S	LOWER RUBBER BUMPER	EUR	110	LOWER RUBBER BUMPER	 LOWERRUBBERBUMPER																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G288A9		D857G288A9          	MO20-MO20S	FRONT HANDRAIL FOR MO20S H12=1200MM S/A	EUR	1	FRONT HANDRAIL FOR MO20S H12=1200MM S/A	 FRONTHANDRAILFORMO20SH12=1200MMS/A																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G288B8		D857G288B8          	MO20-MO20S	ANTISLIP SURFACE	EUR	540	ANTISLIP SURFACE	 ANTISLIPSURFACE																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G288B9		D857G288B9          	MO20-MO20S	ADDITIONAL COVERS	EUR	681.25	ADDITIONAL COVERS	 ADDITIONALCOVERS																										
MISCELLANEOUS OPTION	OTHER	D857	G288	D857G288C0		D857G288C0          	MO20-MO20S	PROLOGISTIK INTERFACE GRP	EUR	312.5	PROLOGISTIK INTERFACE GRP	 PROLOGISTIKINTERFACEGRP																										
MODEL	MODEL	E216	G001	E216G00101		E216G00101          	ERP20-32ALF / ERP40-65DH	MODEL : ERP20ALF	EUR	31755	ERP20ALF	 MODEL:ERP20ALF																										
MODEL	MODEL	E216	G001	E216G00102		E216G00102          	ERP20-32ALF / ERP40-65DH	MODEL : ERP25ALF	EUR	34015	ERP25ALF	 MODEL:ERP25ALF																										
MODEL	MODEL	E216	G001	E216G00103		E216G00103          	ERP20-32ALF / ERP40-65DH	MODEL : ERP30ALF	EUR	36445	ERP30ALF	 MODEL:ERP30ALF																										
MODEL	MODEL	E216	G001	E216G00108		E216G00108          	ERP20-32ALF / ERP40-65DH	MODEL : ERP32ALF	EUR	37460	ERP32ALF	 MODEL:ERP32ALF																										
VOLTAGE	BATTERY	E216	G045	E216G04501		E216G04501          	ERP20-32ALF / ERP40-65DH	VOLTAGE : 72 VOLT	EUR	0	VOLTAGE : 72 VOLT	 VOLTAGE:72VOLT	N	N						72 Volts																		
VOLTAGE	BATTERY	E216	G045	E216G04502		E216G04502          	ERP20-32ALF / ERP40-65DH	VOLTAGE : 80 VOLT	EUR	0	VOLTAGE : 80 VOLT	 VOLTAGE:80VOLT	N	N						80 Volts																		
VOLTAGE	BATTERY	E216	G045	E216G04503		E216G04503          	ERP20-32ALF / ERP40-65DH	VOLTAGE : 80 VOLT DIN	EUR	0	VOLTAGE : 80 VOLT DIN	 VOLTAGE:80VOLTDIN	N	N					DIN	80 Volts																		
TRANS & DIRECTIONAL CONTR	ENGINE	E216	G057	E216G05703		E216G05703          	ERP20-32ALF / ERP40-65DH	FOOT DIRECTIONAL CONTROL	EUR	115	FOOT DIRECTIONAL CONTROL	 FOOTDIRECTIONALCONTROL	N	N																								
TRANS & DIRECTIONAL CONTR	ENGINE	E216	G057	E216G05704		E216G05704          	ERP20-32ALF / ERP40-65DH	DIRECTIONAL CONTROL : HAND LEVER	EUR	0	DIRECTIONAL CONTROL : HAND LEVER	 DIRECTIONALCONTROL:HANDLEVER	N	N																								
CONFIGURATION	FRAME	E216	G090	E216G09002		E216G09002          	ERP20-32ALF / ERP40-65DH	AC TRANSISTOR HYDRAULICS	EUR	0	AC TRANSISTOR HYDRAULICS	 ACTRANSISTORHYDRAULICS																										
MASTS	MAST	E216	G105	E216G10502		E216G10502          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 3290MM CLASS 2	EUR	0	MAST : 2 STG LFL 3290MM CLASS 2	 MAST:2STGLFL3290MMCLASS2	N	N													Class 2					LFL	3290 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10503		E216G10503          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 3790MM CLASS 2	EUR	50	MAST : 2 STG LFL 3790MM CLASS 2	 MAST:2STGLFL3790MMCLASS2	N	N													Class 2					LFL	3790 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10504		E216G10504          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 4330MM CLASS 2	EUR	205	MAST : 2 STG LFL 4330MM CLASS 2	 MAST:2STGLFL4330MMCLASS2	N	N													Class 2					LFL	4330 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10505		E216G10505          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 4830MM CLASS 2	EUR	305	MAST : 2 STG LFL 4830MM CLASS 2	 MAST:2STGLFL4830MMCLASS2	N	N													Class 2					LFL	4830 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10522		E216G10522          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG FFL 3300MM CLASS 2	EUR	1120	MAST : 2 STG FFL 3300MM CLASS 2	 MAST:2STGFFL3300MMCLASS2	N	N													Class 2					FFL	3300 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10533		E216G10533          	ERP20-32ALF / ERP40-65DH	MAST : 3 STG FFL 4950MM CLASS 2	EUR	2800	MAST : 3 STG FFL 4950MM CLASS 2	 MAST:3STGFFL4950MMCLASS2	N	N													Class 2					FFL	4950 MM		3 Stages			
MASTS	MAST	E216	G105	E216G10534		E216G10534          	ERP20-32ALF / ERP40-65DH	MAST : 3 STG FFL 5550MM CLASS 2	EUR	2955	MAST : 3 STG FFL 5550MM CLASS 2	 MAST:3STGFFL5550MMCLASS2	N	N													Class 2					FFL	5550 MM		3 Stages			
MASTS	MAST	E216	G105	E216G10561		E216G10561          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 3100MM CLASS 3 **	EUR	0	MAST : 2 STG LFL 3100MM CLASS 3 **	 MAST:2STGLFL3100MMCLASS3**	N	N													Class 3					LFL	3100 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10562		E216G10562          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 3600MM CLASS 3 **	EUR	50	MAST : 2 STG LFL 3600MM CLASS 3 **	 MAST:2STGLFL3600MMCLASS3**	N	N													Class 3					LFL	3600 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10563		E216G10563          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG LFL 4100MM CLASS 3 **	EUR	205	MAST : 2 STG LFL 4100MM CLASS 3 **	 MAST:2STGLFL4100MMCLASS3**	N	N													Class 3					LFL	4100 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10571		E216G10571          	ERP20-32ALF / ERP40-65DH	MAST : 2 STG FFL 3105MM CLASS 3 **	EUR	1070	MAST : 2 STG FFL 3105MM CLASS 3 **	 MAST:2STGFFL3105MMCLASS3**	N	N													Class 3					FFL	3105 MM		2 Stages			
MASTS	MAST	E216	G105	E216G10581		E216G10581          	ERP20-32ALF / ERP40-65DH	MAST : 3 STG FFL 4610MM CLASS 3 **	EUR	2700	MAST : 3 STG FFL 4610MM CLASS 3 **	 MAST:3STGFFL4610MMCLASS3**	N	N													Class 3					FFL	4610 MM		3 Stages			
MASTS	MAST	E216	G105	E216G10582		E216G10582          	ERP20-32ALF / ERP40-65DH	MAST : 3 STG FFL 5210MM CLASS 3 **	EUR	2955	MAST : 3 STG FFL 5210MM CLASS 3 **	 MAST:3STGFFL5210MMCLASS3**	N	N													Class 3					FFL	5210 MM		3 Stages			
MASTS	MAST	E216	G105	E216G10599	E216G00101	E216G10599E216G00101	ERP20-32ALF / ERP40-65DH	LESS MAST	EUR	-3670	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	E216	G105	E216G10599	E216G00102	E216G10599E216G00102	ERP20-32ALF / ERP40-65DH	LESS MAST	EUR	-3670	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	E216	G105	E216G10599	E216G00103	E216G10599E216G00103	ERP20-32ALF / ERP40-65DH	LESS MAST	EUR	-3820	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	E216	G105	E216G10599	E216G00108	E216G10599E216G00108	ERP20-32ALF / ERP40-65DH	LESS MAST	EUR	-3820	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	E216	G105	E216G105XX		E216G105XX          	ERP20-32ALF / ERP40-65DH	MAST 3 STG FFL 4760MM	EUR	2700	MAST 3 STG FFL 4760MM	 MAST3STGFFL4760MM	N	N																		FFL	4760 MM		3 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12001		E216G12001          	ERP20-32ALF / ERP40-65DH	CARRIAGE: 2 STG LFL 1070MM (42") CL 2	EUR	0	CARRIAGE: 2 STG LFL 1070MM (42") CL 2	 CARRIAGE:2STGLFL1070MM(42)CL2	N	N								1070					Class 2					LFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12002		E216G12002          	ERP20-32ALF / ERP40-65DH	INT SS CRG 2 STG LFL 1070MM (42") CL2	EUR	375	INT SS CRG 2 STG LFL 1070MM (42") CL2	 INTSSCRG2STGLFL1070MM(42)CL2	N	N								1070					Class 2					LFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12003		E216G12003          	ERP20-32ALF / ERP40-65DH	CARRIAGE: 2 STG FFL 1070MM (42") CL 2	EUR	0	CARRIAGE: 2 STG FFL 1070MM (42") CL 2	 CARRIAGE:2STGFFL1070MM(42)CL2	N	N								1070					Class 2					FFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12004		E216G12004          	ERP20-32ALF / ERP40-65DH	INT SS CRG 2 STG FFL 1070MM (42") CL2	EUR	375	INT SS CRG 2 STG FFL 1070MM (42") CL2	 INTSSCRG2STGFFL1070MM(42)CL2	N	N								1070					Class 2					FFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12005		E216G12005          	ERP20-32ALF / ERP40-65DH	CARRIAGE: 3 STG FFL 1070MM (42") CL 2	EUR	0	CARRIAGE: 3 STG FFL 1070MM (42") CL 2	 CARRIAGE:3STGFFL1070MM(42)CL2	N	N								1070					Class 2					FFL			3 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12006		E216G12006          	ERP20-32ALF / ERP40-65DH	INT SS CRG 3 STG FFL 1070MM (42") CL2	EUR	375	INT SS CRG 3 STG FFL 1070MM (42") CL2	 INTSSCRG3STGFFL1070MM(42)CL2	N	N								1070					Class 2					FFL			3 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12007		E216G12007          	ERP20-32ALF / ERP40-65DH	CARRIAGE: 2 STG LFL 1070MM (42") CL 3	EUR	0	CARRIAGE: 2 STG LFL 1070MM (42") CL 3	 CARRIAGE:2STGLFL1070MM(42)CL3	N	N								1070					Class 3					LFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12008		E216G12008          	ERP20-32ALF / ERP40-65DH	INT SS CRG 2 STG LFL 1070MM (42") CL 3	EUR	440	INT SS CRG 2 STG LFL 1070MM (42") CL 3	 INTSSCRG2STGLFL1070MM(42)CL3	N	N								1070					Class 3					LFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12009		E216G12009          	ERP20-32ALF / ERP40-65DH	CARRIAGE: 2 STG FFL 1070MM (42") CL 3	EUR	0	CARRIAGE: 2 STG FFL 1070MM (42") CL 3	 CARRIAGE:2STGFFL1070MM(42)CL3	N	N								1070					Class 3					FFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12010		E216G12010          	ERP20-32ALF / ERP40-65DH	INT SS CRG 2 STG FFL 1070MM (42") CL 3	EUR	440	INT SS CRG 2 STG FFL 1070MM (42") CL 3	 INTSSCRG2STGFFL1070MM(42)CL3	N	N								1070					Class 3					FFL			2 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12011		E216G12011          	ERP20-32ALF / ERP40-65DH	CARRIAGE: 3 STG FFL 1070MM (42") CL 3	EUR	0	CARRIAGE: 3 STG FFL 1070MM (42") CL 3	 CARRIAGE:3STGFFL1070MM(42)CL3	N	N								1070					Class 3					FFL			3 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12012		E216G12012          	ERP20-32ALF / ERP40-65DH	INT SS CRG 3 STG FFL 1070MM (42") CL 3	EUR	440	INT SS CRG 3 STG FFL 1070MM (42") CL 3	 INTSSCRG3STGFFL1070MM(42)CL3	N	N								1070					Class 3					FFL			3 Stages			
CARRIAGE	CARRIAGE	E216	G120	E216G12099	E216G00101	E216G12099E216G00101	ERP20-32ALF / ERP40-65DH	LESS CARRIAGE	EUR	-690	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
CARRIAGE	CARRIAGE	E216	G120	E216G12099	E216G00102	E216G12099E216G00102	ERP20-32ALF / ERP40-65DH	LESS CARRIAGE	EUR	-690	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
CARRIAGE	CARRIAGE	E216	G120	E216G12099	E216G00103	E216G12099E216G00103	ERP20-32ALF / ERP40-65DH	LESS CARRIAGE	EUR	-730	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
CARRIAGE	CARRIAGE	E216	G120	E216G12099	E216G00108	E216G12099E216G00108	ERP20-32ALF / ERP40-65DH	LESS CARRIAGE	EUR	-730	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
HOSES	MAST	E216	G144	E216G14401		E216G14401          	ERP20-32ALF / ERP40-65DH	1 AUX HOSE GROUP : 2 STG LFL	EUR	270	1 AUX HOSE GROUP : 2 STG LFL	 1AUXHOSEGROUP:2STGLFL	N	N																		LFL			2 Stages			
HOSES	MAST	E216	G144	E216G14402		E216G14402          	ERP20-32ALF / ERP40-65DH	1 AUX HOSE GROUP : 2 STG FFL	EUR	355	1 AUX HOSE GROUP : 2 STG FFL	 1AUXHOSEGROUP:2STGFFL	N	N																		FFL			2 Stages			
HOSES	MAST	E216	G144	E216G14403		E216G14403          	ERP20-32ALF / ERP40-65DH	1 AUX HOSE GROUP : 3 STG FFL	EUR	440	1 AUX HOSE GROUP : 3 STG FFL	 1AUXHOSEGROUP:3STGFFL	N	N																		FFL			3 Stages			
HOSES	MAST	E216	G144	E216G14404		E216G14404          	ERP20-32ALF / ERP40-65DH	2 AUX HOSE GROUP : 2 STG LFL	EUR	465	2 AUX HOSE GROUP : 2 STG LFL	 2AUXHOSEGROUP:2STGLFL	N	N																		LFL			2 Stages			
HOSES	MAST	E216	G144	E216G14405		E216G14405          	ERP20-32ALF / ERP40-65DH	2 AUX HOSE GROUP : 2 STG FFL	EUR	500	2 AUX HOSE GROUP : 2 STG FFL	 2AUXHOSEGROUP:2STGFFL	N	N																		FFL			2 Stages			
HOSES	MAST	E216	G144	E216G14406		E216G14406          	ERP20-32ALF / ERP40-65DH	2 AUX HOSE GROUP : 3 STG FFL	EUR	535	2 AUX HOSE GROUP : 3 STG FFL	 2AUXHOSEGROUP:3STGFFL	N	N																		FFL			3 Stages			
MAST TILT	MAST	E216	G147	E216G14701		E216G14701          	ERP20-32ALF / ERP40-65DH	MAST TILT 5 FWD 5 BACK	EUR	0	MAST TILT 5 FWD 5 BACK	 MASTTILT5FWD5BACK	N	N																								
MAST TILT	MAST	E216	G147	E216G14702		E216G14702          	ERP20-32ALF / ERP40-65DH	MAST TILT 5 FWD 8 BACK	EUR	0	MAST TILT 5 FWD 8 BACK	 MASTTILT5FWD8BACK	N	N																								
LOAD BACKREST	CARRIAGE	E216	G150	E216G15001		E216G15001          	ERP20-32ALF / ERP40-65DH	LOAD BACKREST : 1070MM CLASS 2 CARRIAGE	EUR	0	LOAD BACKREST : 1070MM CLASS 2 CARRIAGE	 LOADBACKREST:1070MMCLASS2CARRIAGE	N	N								1070					Class 2											
LOAD BACKREST	CARRIAGE	E216	G150	E216G15002		E216G15002          	ERP20-32ALF / ERP40-65DH	LOAD BACKREST : 1070MM CLASS 3	EUR	0	LOAD BACKREST : 1070MM CLASS 3	 LOADBACKREST:1070MMCLASS3	N	N								1070					Class 3											
LOAD BACKREST	CARRIAGE	E216	G150	E216G15003		E216G15003          	ERP20-32ALF / ERP40-65DH	LOAD BACKREST : 1070MM CLASS 2 SIDESHIFT	EUR	0	LOAD BACKREST : 1070MM CLASS 2 SIDESHIFT	 LOADBACKREST:1070MMCLASS2SIDESHIFT	N	N								1070					Class 2											
LOAD BACKREST	CARRIAGE	E216	G150	E216G15099	E216G00101	E216G15099E216G00101	ERP20-32ALF / ERP40-65DH	LESS LOAD BACKREST	EUR	-330	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
LOAD BACKREST	CARRIAGE	E216	G150	E216G15099	E216G00102	E216G15099E216G00102	ERP20-32ALF / ERP40-65DH	LESS LOAD BACKREST	EUR	-330	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
LOAD BACKREST	CARRIAGE	E216	G150	E216G15099	E216G00103	E216G15099E216G00103	ERP20-32ALF / ERP40-65DH	LESS LOAD BACKREST	EUR	-340	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
LOAD BACKREST	CARRIAGE	E216	G150	E216G15099	E216G00108	E216G15099E216G00108	ERP20-32ALF / ERP40-65DH	LESS LOAD BACKREST	EUR	-340	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
FORKS	MAST	E216	G159	E216G15901		E216G15901          	ERP20-32ALF / ERP40-65DH	FORKS : 1000MM CLASS 2	EUR	0	FORKS : 1000MM CLASS 2	 FORKS:1000MMCLASS2	N	N																								
FORKS	MAST	E216	G159	E216G15902		E216G15902          	ERP20-32ALF / ERP40-65DH	FORKS : 1100MM CLASS 2	EUR	145	FORKS : 1100MM CLASS 2	 FORKS:1100MMCLASS2	N	N																								
FORKS	MAST	E216	G159	E216G15903		E216G15903          	ERP20-32ALF / ERP40-65DH	FORKS : 1200MM CLASS 2	EUR	170	FORKS : 1200MM CLASS 2	 FORKS:1200MMCLASS2	N	N																								
FORKS	MAST	E216	G159	E216G15904		E216G15904          	ERP20-32ALF / ERP40-65DH	FORKS : 1000MM CLASS 3	EUR	0	FORKS : 1000MM CLASS 3	 FORKS:1000MMCLASS3	N	N																								
FORKS	MAST	E216	G159	E216G15905		E216G15905          	ERP20-32ALF / ERP40-65DH	FORKS : 1100MM CLASS 3	EUR	150	FORKS : 1100MM CLASS 3	 FORKS:1100MMCLASS3	N	N																								
FORKS	MAST	E216	G159	E216G15906		E216G15906          	ERP20-32ALF / ERP40-65DH	FORKS : 1200MM CLASS 3	EUR	175	FORKS : 1200MM CLASS 3	 FORKS:1200MMCLASS3	N	N																								
FORKS	MAST	E216	G159	E216G15999	E216G00101	E216G15999E216G00101	ERP20-32ALF / ERP40-65DH	LESS FORKS	EUR	-285	LESS FORKS	 LESSFORKS	N	N																								
FORKS	MAST	E216	G159	E216G15999	E216G00102	E216G15999E216G00102	ERP20-32ALF / ERP40-65DH	LESS FORKS	EUR	-285	LESS FORKS	 LESSFORKS	N	N																								
FORKS	MAST	E216	G159	E216G15999	E216G00103	E216G15999E216G00103	ERP20-32ALF / ERP40-65DH	LESS FORKS	EUR	-380	LESS FORKS	 LESSFORKS	N	N																								
FORKS	MAST	E216	G159	E216G15999	E216G00108	E216G15999E216G00108	ERP20-32ALF / ERP40-65DH	LESS FORKS	EUR	-380	LESS FORKS	 LESSFORKS	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16501		E216G16501          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : STANDARD 717MM	EUR	0	BATTERY COMPARTMENT : STANDARD 717MM	 BATTERYCOMPARTMENT:STANDARD717MM	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16501		E216G16501          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : STANDARD 717MM	EUR	0	BATTERY COMPARTMENT : STANDARD 717MM	 BATTERYCOMPARTMENT:STANDARD717MM	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16502		E216G16502          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : WIDE 717MM	EUR	0	BATTERY COMPARTMENT : WIDE 717MM	 BATTERYCOMPARTMENT:WIDE717MM	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16502		E216G16502          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : WIDE 717MM	EUR	0	BATTERY COMPARTMENT : WIDE 717MM	 BATTERYCOMPARTMENT:WIDE717MM	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16503		E216G16503          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : STANDARD 861MM	EUR	0	BATTERY COMPARTMENT : STANDARD 861MM	 BATTERYCOMPARTMENT:STANDARD861MM	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16503		E216G16503          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : STANDARD 861MM	EUR	0	BATTERY COMPARTMENT : STANDARD 861MM	 BATTERYCOMPARTMENT:STANDARD861MM	N	N																								717 MM
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16504		E216G16504          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : WIDE 861MM	EUR	0	BATTERY COMPARTMENT : WIDE 861MM	 BATTERYCOMPARTMENT:WIDE861MM	N	N																								
BATTERY COMPARTMENT	HYDRAULICS	E216	G165	E216G16504		E216G16504          	ERP20-32ALF / ERP40-65DH	BATTERY COMPARTMENT : WIDE 861MM	EUR	0	BATTERY COMPARTMENT : WIDE 861MM	 BATTERYCOMPARTMENT:WIDE861MM	N	N																								717 MM
OVERHEAD GUARD	ENGINE	E216	G177	E216G17701		E216G17701          	ERP20-32ALF / ERP40-65DH	OVERHEAD GUARD : STANDARD 717MM	EUR	0	OVERHEAD GUARD : STANDARD 717MM	 OVERHEADGUARD:STANDARD717MM	N	N																								717 MM
OVERHEAD GUARD	ENGINE	E216	G177	E216G17701		E216G17701          	ERP20-32ALF / ERP40-65DH	OVERHEAD GUARD : STANDARD 717MM	EUR	0	OVERHEAD GUARD : STANDARD 717MM	 OVERHEADGUARD:STANDARD717MM	N	N																								
OVERHEAD GUARD	ENGINE	E216	G177	E216G17702		E216G17702          	ERP20-32ALF / ERP40-65DH	OVERHEAD GUARD : STANDARD 861MM	EUR	0	OVERHEAD GUARD : STANDARD 861MM	 OVERHEADGUARD:STANDARD861MM	N	N																								861 MM
OVERHEAD GUARD	ENGINE	E216	G177	E216G17702		E216G17702          	ERP20-32ALF / ERP40-65DH	OVERHEAD GUARD : STANDARD 861MM	EUR	0	OVERHEAD GUARD : STANDARD 861MM	 OVERHEADGUARD:STANDARD861MM	N	N																								
OVERHEAD GUARD	ENGINE	E216	G177	E216G17799		E216G17799          	ERP20-32ALF / ERP40-65DH	OVERHEAD GUARD : LESS OVERHEAD GUARD	EUR	0	OVERHEAD GUARD : LESS OVERHEAD GUARD	 OVERHEADGUARD:LESSOVERHEADGUARD	N	N																								
OVERHEAD GUARD	ENGINE	E216	G177	E216G17799		E216G17799          	ERP20-32ALF / ERP40-65DH	OVERHEAD GUARD : LESS OVERHEAD GUARD	EUR	0	OVERHEAD GUARD : LESS OVERHEAD GUARD	 OVERHEADGUARD:LESSOVERHEADGUARD	N	N																								
CAB	CAB	E216	G180	E216G18001		E216G18001          	ERP20-32ALF / ERP40-65DH	FULL STEEL CAB WITH WIPER & WASHER	EUR	6355	FULL STEEL CAB WITH WIPER & WASHER	 FULLSTEELCABWITHWIPER&WASHER	N	N																								
CAB	CAB	E216	G180	E216G18002		E216G18002          	ERP20-32ALF / ERP40-65DH	STEEL CAB/PVC DOORS WITH WIPER WASHER	EUR	4735	STEEL CAB/PVC DOORS WITH WIPER WASHER	 STEELCAB/PVCDOORSWITHWIPERWASHER	N	N																								
CAB	CAB	E216	G180	E216G18003		E216G18003          	ERP20-32ALF / ERP40-65DH	STEEL/GLASS CLAD FRONT&TOP SCREEN W/WASH	EUR	2485	STEEL/GLASS CLAD FRONT&TOP SCREEN W/WASH	 STEEL/GLASSCLADFRONT&TOPSCREENW/WASH	N	N																								
CAB	CAB	E216	G180	E216G18004		E216G18004          	ERP20-32ALF / ERP40-65DH	CAB HEATER 72/80 VOLT (2 KILO-WATT)	EUR	1450	CAB HEATER 72/80 VOLT (2 KILO-WATT)	 CABHEATER72/80VOLT(2KILOWATT)	N	N																								
DRIVE WHEEL & TYRES	WHEELS	E216	G198	E216G19801		E216G19801          	ERP20-32ALF / ERP40-65DH	DRIVE TIRE : STANDARD SOLID 23X10-12	EUR	0	DRIVE TIRE : STANDARD SOLID 23X10-12	 DRIVETIRE:STANDARDSOLID23X1012																										
